scenario,run_id,host,model,run_status,phase,step,iter,session_pos,batch,context_tokens,prompt_tokens,new_prompt_tokens,max_tokens,ttft_ms,prompt_tps,tpot_ms,tg_ms,tg_tokens,reasoning_tokens,content_tokens,tg_s,out_tps,power_w,wh,tps_per_w,total_ms,ok,error,finish_reason
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,2,,0,50727,50727,,512,43891.94858301198,1155.724492478638,34.316928140611935,17570.26720799331,512,206,306,29.14013736609958,29.14013736609958,59.137591379310344,1.0096465025516823,0.49275150858265154,61462.21579100529,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,4,,0,1184,1184,,512,1791.6311659937492,660.8503036077075,42.78552465819985,21906.18862499832,512,170,342,23.372390732349007,23.372390732349007,23.021,0.15154097483567458,1.015263921304418,23697.81979099207,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,4,,0,1172,1172,,512,1791.5212499938207,654.1926309855618,44.42292244530677,22744.536291997065,512,177,335,22.510900790716637,22.510900790716637,23.021,0.15690127240949228,0.9778420047224984,24536.057541990886,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,4,,0,1169,1169,,512,1791.5550829929998,652.5057538543836,45.365250732430695,23227.008375004516,512,182,330,22.043303714953797,22.043303714953797,23.0219375,0.15999327928991366,0.9574912500285346,25018.563457997516,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,4,,0,1162,1162,,512,1792.555916996207,648.2364031060007,48.06807495117482,24610.85437500151,512,186,326,20.803828757772195,20.803828757772195,23.0219375,0.1688493504247856,0.903652386241262,26403.410291997716,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,4,,0,10246,10246,,512,4387.734709001961,2335.1457368147417,59.065336914045474,30241.452499991283,512,141,371,16.93040372317261,16.93040372317261,26.053735294117647,0.2506165769426541,0.649826350503957,34629.187208993244,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,4,,0,10324,10324,,512,17096.406083001057,603.8696056866095,40.66894588282821,20822.500292008044,512,165,347,24.588785823982555,24.588785823982555,25.49307894736842,0.2685193543707366,0.9645278969538038,37918.9063750091,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,4,,0,10234,10234,,512,11032.324374988093,927.63769919619,55.07314241603467,28197.44891700975,512,181,331,18.15767098317687,18.15767098317687,25.49307894736842,0.2778021410056295,0.7122588456523505,39229.773291997844,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,4,,0,10220,10220,,512,14374.79191600869,710.9668132738918,54.721513753889894,28017.415041991626,512,227,285,18.27434826634186,18.27434826634186,25.039214285714287,0.2948520983515884,0.7298291415145558,42392.206958000315,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,4,,0,50673,50673,,512,43718.556874999194,1159.0730257836522,115.7964148769679,59287.764417007565,512,129,383,8.635845946202101,8.635845946202101,32.13847448979592,0.9195738969808004,0.26870740081157285,103006.32129200676,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,4,,0,50744,50744,,512,24524.914957990404,2069.0795497933914,162.75252571679744,83329.29316700029,512,175,337,6.1442978878256,6.1442978878256,32.12033823529412,0.9623093467996314,0.19128994977625077,107854.20812499069,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,4,,0,50831,50831,,512,65839.23949999735,772.047192313059,82.06402791407186,42016.78229200479,512,163,349,12.185607085324724,12.185607085324724,32.12033823529412,0.9623255287595357,0.37937356064124717,107856.02179200214,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,4,,0,50671,50671,,512,87715.32449999359,577.6755691076958,41.23925252147842,21114.49729099695,512,170,342,24.248742129338435,24.248742129338435,32.044375,0.968717672706768,0.7567238284203837,108829.82179099054,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,6,,0,1167,1167,,512,3040.354083990678,383.83687154893175,47.706164630881176,24425.556291011162,512,157,355,20.961651554622765,20.961651554622765,18.060320512820514,0.13778976267431028,1.1606467083318193,27465.91037500184,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,6,,0,1188,1188,,512,707.5105410040123,1679.1269262421672,53.13996899414519,27207.66412500234,512,161,351,18.818227013082698,18.818227013082698,18.060320512820514,0.14004361185078693,1.0419652851522856,27915.17466600635,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,6,,0,1166,1166,,512,3039.099708010326,383.66625383389305,49.37170711326644,25278.314041992417,512,163,349,20.254515358479367,20.254515358479367,18.084107142857146,0.14224865147024396,1.120017438432369,28317.413750002743,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,6,,0,1158,1158,,512,3040.387000000919,380.8725665514456,50.76129313084721,25989.78208299377,512,168,344,19.70004974897514,19.70004974897514,18.084107142857146,0.1458290800200375,1.0893570577387481,29030.16908299469,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,6,,0,1163,1163,,512,3039.7167920018546,382.60143282430187,53.55035880469927,27417.783708006027,512,185,327,18.674011198450565,18.674011198450565,18.10472222222222,0.15317349614884365,1.0314442259450731,30457.50050000788,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,1000,6,,0,1175,1175,,512,3039.9094999884255,386.5246646337576,56.77328995705011,29067.924458009657,512,210,302,17.613916698442452,17.613916698442452,18.10472222222222,0.16147317082410811,0.972890745422355,32107.833957998082,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,6,,0,10309,10309,,512,17850.658750001458,577.5137009999229,57.126426675779385,29248.730457999045,512,137,375,17.505033277776896,17.505033277776896,18.01967391304348,0.23575434359819564,0.9714400694624078,47099.3892080005,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,6,,0,10465,10465,,512,4456.938208008069,2348.0244759051984,88.23418831445906,45175.90441700304,512,160,352,11.333475369389538,11.333475369389538,18.06096666666667,0.24900475450617732,0.6275121137511762,49632.84262501111,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,6,,0,10411,10411,,512,14483.947500004433,718.7957564743184,71.28348494532588,36497.14429200685,512,165,347,14.028494829721016,14.028494829721016,18.06096666666667,0.2557688331904971,0.7767300105598453,50981.091792011284,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,6,,0,10417,10417,,512,24559.53120801132,424.15304721296854,54.140059652326045,27719.710541990935,512,174,338,18.470611344386217,18.470611344386217,18.07923076923077,0.2625467991522744,1.021648076743483,52279.24175000226,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,6,,0,10264,10264,,512,11192.259417002788,917.0623747701364,81.75622778321667,41859.18862500694,512,185,327,12.231484097475507,12.231484097475507,18.07923076923077,0.26642482582335797,0.6765489225510853,53051.448042009724,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,10000,6,,0,10345,10345,,512,25892.090416993597,399.54286553898055,53.76797175978254,27529.20154100866,512,186,326,18.598432622075986,18.598432622075986,18.07923076923077,0.268282185350575,1.0287181384801423,53421.29195800226,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,6,,0,51277,51277,,512,110930.4564579943,462.2445596752494,85.64269327931129,43849.05895900738,512,132,380,11.676419338409223,11.676419338409223,22.044515555555552,0.9477887325632589,0.5296745718445416,154779.51541700168,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,6,,0,51127,51127,,512,44257.36954199965,1155.2200351961985,217.44772281834912,111333.23408299475,512,161,351,4.598806494908099,4.598806494908099,22.044515555555552,0.9527554116415187,0.20861454103259394,155590.6036249944,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,6,,0,51100,51100,,512,22159.091417008312,2306.051229193358,264.1851468906111,135262.7952079929,512,180,332,3.785224157261428,3.785224157261428,22.010280701754386,0.9624721984671734,0.17197527866874124,157421.8866250012,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,6,,0,50922,50922,,512,66282.88899999461,768.2525726964637,179.39861743164442,91852.09212500195,512,172,340,5.574178967020335,5.574178967020335,22.010280701754386,0.966832034443582,0.25325342473147244,158134.98112499656,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,6,,0,51912,51912,,512,133557.35362498672,388.6869467761601,50.62845410157024,25921.768500003964,512,166,346,19.751738775073225,19.751738775073225,21.917281385281385,0.970930220972018,0.9011947434474041,159479.12212499068,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,mucold,50000,6,,0,51669,51669,,512,88693.01337499928,582.5599788964258,140.77948209765623,72079.09483399999,512,199,313,7.103307847846164,7.103307847846164,21.917281385281385,0.978802093576652,0.32409621079265843,160772.10820899927,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,40000,2,,0,44577,44577,,512,37129.41879199934,1200.5843735320054,21.884457845715133,11204.842417006148,512,117,395,45.694529288775364,45.694529288775364,57.50485416666666,0.7720707339103984,0.7946203838086197,48334.26120900549,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,40000,2,,0,42410,42410,,512,20824.9711249955,2036.497421554488,58.56902596093505,29987.341291998746,512,158,354,17.073871104958958,17.073871104958958,57.37792,0.8098624435770285,0.2975686658728472,50812.312416994246,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,42000,2,,0,46765,46765,,512,2710.3957920044195,17253.93764923752,23.24188191599319,11899.843540988513,512,125,387,43.02577577902074,43.02577577902074,46.46664285714286,0.18858021476210104,0.9259497379937534,14610.239332992933,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,42000,2,,0,44558,44558,,512,1383.744958002353,32201.020673872063,28.508624431623275,14596.415708991117,512,147,365,35.07710455825245,35.07710455825245,45.729312500000006,0.20298937862609825,0.7670595213573885,15980.16066699347,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,44000,2,,0,48958,48958,,512,1415.8166670094943,34579.335828423114,24.45437760351865,12520.64133300155,512,121,391,40.89247398617553,40.89247398617553,40.568,0.15704839795536465,1.0079982741612978,13936.458000011044,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,44000,2,,0,46724,46724,,512,2782.015582997701,16795.017355601423,26.507494058591874,13571.83695799904,512,154,358,37.72518057684408,37.72518057684408,40.738142857142854,0.1850626614110483,0.9260407551992642,16353.85254099674,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,46000,2,,0,51123,51123,,512,2678.7916670000413,19084.35083988904,17.568302328101026,8994.970791987726,512,134,378,56.92069622461301,56.92069622461301,44.028000000000006,0.14277011610746387,1.2928294772556783,11673.762458987767,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,46000,2,,0,48841,48841,,512,1337.6003339944873,36513.89638498796,24.040405109388985,12308.68741600716,512,169,343,41.596636805818626,41.596636805818626,44.028,0.16689409918252013,0.944776887567426,13646.287750001648,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,48000,2,,0,53333,53333,,512,1425.1595420064405,37422.4768722483,25.597647052734374,13105.995291,512,129,383,39.066090642623294,39.066090642623294,43.986999999999995,0.17755053036391732,0.8881280979067292,14531.15483300644,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,48000,2,,0,51019,51019,,512,2721.688959005405,18745.345544056592,26.315696207035444,13473.636458002147,512,153,359,38.00013467751813,38.00013467751813,43.9741875,0.19782674347527937,0.8641463739953839,16195.325417007552,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,50000,2,,0,55545,55545,,512,1441.831957999966,38523.90681993838,25.534455242194554,13073.641084003611,512,128,384,39.16277008908122,39.16277008908122,39.703,0.16008550821549364,0.9863932218996352,14515.473042003578,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,50000,2,,0,53226,53226,,512,2798.9059169922257,19016.71638080568,28.474411865232696,14578.89887499914,512,170,342,35.11925038989134,35.11925038989134,39.703,0.1916530510156759,0.8845490363421238,17377.804791991366,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,40000,4,,0,46815,46815,,512,20818.19504199666,2248.754030095301,101.11375683592883,51770.24349999556,512,128,384,9.889851107230042,9.889851107230042,32.2297803030303,0.6498637296523406,0.30685443754949143,72588.43854199222,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,40000,4,,0,40959,40959,,512,56747.36533299438,721.7780025495806,30.941421712896044,15842.007917002775,512,116,396,32.319135470856885,32.319135470856885,32.2297803030303,0.6498720987249348,1.0027724411083925,72589.37324999715,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,40000,4,,0,44577,44577,,512,652.8629999957047,68279.25613841384,141.86561873438563,72635.19679200544,512,142,370,7.048924249026789,7.048924249026789,31.913257352941176,0.6496835313999648,0.22087761744500045,73288.05979200115,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,40000,4,,0,42410,42410,,512,39036.651209011325,1086.4149123070772,68.81229329295024,35231.894165990525,512,142,370,14.532287068863742,14.532287068863742,31.913257352941176,0.6583753339537077,0.455368341380684,74268.54537500185,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,42000,4,,0,49066,49066,,512,24485.62658300216,2003.8694878268484,133.43374056054813,68318.07516700064,512,115,397,7.494356343448461,7.494356343448461,30.54591666666667,0.7874372611149371,0.24534723986943568,92803.7017500028,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,42000,4,,0,46765,46765,,512,59767.34887500061,782.4506336696622,66.00173974609902,33792.8907500027,512,111,401,15.151115771294561,15.151115771294561,30.34586046511628,0.7886572157619982,0.49928113881335956,93560.2396250033,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,42000,4,,0,44558,44558,,512,78841.03237499949,565.1625639307249,34.03530566404811,17426.076499992632,512,133,379,29.381255155181744,29.381255155181744,30.154897727272726,0.806368006638746,0.9743443808336554,96267.10887499212,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,42000,4,,0,43037,43037,,512,39612.30845900718,1086.455237632436,112.13435847849951,57412.79154099175,512,155,357,8.917873286729854,8.917873286729854,29.97242222222222,0.8077992398203614,0.2975359555731183,97025.09999999893,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,44000,4,,0,51412,51412,,512,42682.066666005994,1204.5339885321657,68.27925854491923,34958.980374998646,512,105,407,14.645736074332513,14.645736074332513,31.77608108108108,0.685313390554165,0.46090441539854726,77641.04704100464,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,44000,4,,0,48958,48958,,512,64001.58666700008,764.9497856159131,29.067589437516972,14882.60579200869,512,107,405,34.40257755633907,34.40257755633907,31.69182894736842,0.694440092863078,1.0855346219832396,78884.19245900877,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,44000,4,,0,45030,45030,,512,20421.03541600227,2205.07917853733,115.9391232109499,59360.83108400635,512,131,381,8.625216167803094,8.625216167803094,31.69182894736842,0.7023425743940263,0.27215899032293944,79781.86650000862,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,44000,4,,0,46724,46724,,512,20420.50691699842,2288.0920728322394,119.3876380214931,61126.47066700447,512,157,355,8.376076590274549,8.376076590274549,31.611897435897433,0.7160707476647018,0.26496595489908653,81546.97758400289,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,46000,4,,0,53711,53711,,512,1497.6893750135787,35862.576643780376,147.4008340663886,75469.22704199096,512,107,405,6.784222126922328,6.784222126922328,30.059729729729728,0.6426679737849595,0.22569138804373828,76966.91641700454,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,46000,4,,0,51123,51123,,512,64970.13449999213,786.8692345096838,34.95792016602195,17898.45512500324,512,138,374,28.605820805437105,28.605820805437105,30.4604375,0.7011704153978121,0.9391139180268538,82868.58962499537,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,46000,4,,0,46977,46977,,512,21690.100083011203,2165.8267974888136,120.03156673242188,61456.162167,512,153,359,8.331141775639997,8.331141775639997,30.4604375,0.7035198679514099,0.2735069637670174,83146.2622500112,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,46000,4,,0,48841,48841,,512,42661.08645799977,1144.8606694085115,79.98953100585027,40954.63987499534,512,154,358,12.501635994426097,12.501635994426097,30.4604375,0.7074921127731394,0.41042207599369174,83615.72633299511,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,48000,4,,0,56029,56029,,512,24349.42579201015,2301.0398881104193,162.90496761132545,83407.34341699863,512,149,363,6.13854822638618,6.13854822638618,33.037605,0.9888959936676095,0.18580487981456828,107756.76920900878,True,,length
deepseekv4,20260830-104146-gx10-top-deepseekv4,gx10-top,deepseek-ai/DeepSeek-V4-Flash-0731,ok,muwarm,48000,4,,0,53333,53333,,512,90417.23104199627,589.8543826809772,34.85379329296734,17845.142165999277,512,133,379,28.691281651738493,28.691281651738493,33.037605,0.9935359784559756,0.8684431468848451,108262.37320799555,True,,length
